file_name,transcription
HvugeIKJ9ok_296_306.wav, 這個的鮮甜味更重這嗯我以為可以拔出一隻很完美的腳結果沒有誒我覺得這個更好吃耶
HvugeIKJ9ok_312_322.wav, 我覺得它的花枝跟軟絲類的口感就比較還好一點點
HvugeIKJ9ok_320_330.wav, 大家有發現現在下山了嗎已經暗了我只能說豐大海大家就是瘋狂拿握壽司吧
HvugeIKJ9ok_328_338.wav, 家就是瘋狂拿握壽司吧不過麵包蟹那個我覺得你們一定要淋一些 Sauce 吃起來才不會太乾然後生魚片我喜歡它的那個北寄貝鮭魚的口感我都覺得還不錯
HvugeIKJ9ok_32_42.wav, 臺灣 TOP 難訂位然後跟好吃的前幾名的饗饗他的搶票基本上是跟 Super Junior 一樣搶門票一樣
HvugeIKJ9ok_344_354.wav, 這邊有櫻桃果汁調酒
HvugeIKJ9ok_360_370.wav, 那我金燦夜空金燦夜空這一區呢是烤區、炸區跟串燒的區塊我剛剛速速的給他夾了一大堆而且我剛剛走回來剛好就
HvugeIKJ9ok_368_378.wav, 夾了一大堆而且我剛剛走回來剛好就會經過他的飲料區太多選擇了我剛剛其實本來想要點調酒但是我這裡一堆串燒當然就是要喝一下啤酒啊！
HvugeIKJ9ok_376_386.wav, 要喝一下啤酒啊啊而且它是生啤喝起來的爽度更高它這個是鹽燒牛舌耶喔姆我喜歡它上面的
HvugeIKJ9ok_384_394.wav, 喔姆我喜歡它上面的蔥鹽但牛舌比較薄一點點所以它口感的 Q 彈程度比較還好先來吃炸物剛出爐的烤蝦不
HvugeIKJ9ok_392_402_1.wav, 剛出爐的烤蝦不是炸蝦沾一下嗯它不是那種細細小尾的
HvugeIKJ9ok_400_410.wav, 它不是那種細細小尾的那種空包蛋耶它那個口感是新鮮的口感然後再配上外面的酥到一個不行哇還好我夾三隻耶
HvugeIKJ9ok_408_418.wav, 還好我夾三支耶我可以在這裡待滿四個小時
HvugeIKJ9ok_424_434.wav, 然後它的鹹度也不會太鹹了接下來是我們的串燒喔!我忘記我炸物有拿塔塔醬了給我一隻炸蝦炸物 
HvugeIKJ9ok_440_450.wav, 旁邊吃飯嘛就跟他借個兩隻而且我跟你講說他那邊有那個新鮮的檸檬在那個豐大海那一區就可以把檸檬擠在塔塔醬裡面吃起來的那個膩感
HvugeIKJ9ok_448_458.wav, 塔塔醬裡面吃起來的那個膩感就會比較低一點請相信我塔塔醬跟海鮮真的超搭
HvugeIKJ9ok_456_466.wav, 塔塔醬跟海鮮真的超搭恩它是外面的粉是有調味的那種它的炸皮比較偏硬一點點
HvugeIKJ9ok_464_474.wav, 偏硬一點點我比較喜歡剛剛原味的那個炸蝦我們接下來要進到我們的串燒區了它是比較偏那種原汁原味
HvugeIKJ9ok_480_490.wav, 嗯~嗯 嗯 它的筋吃起來很軟是我喜歡的口感
HvugeIKJ9ok_488_498.wav, 是我喜歡的口感其實我覺得目前吃起來它的串燒的那個調味都比較偏沒有那麼重口味耶
HvugeIKJ9ok_496_506.wav, 覺得這個蝦子剛比豐大海那個蝦子更好吃更甜這有點乾
HvugeIKJ9ok_504_514.wav, 這有點乾我旁邊還有一隻這個啦香魚對不起因為他看起來有點
HvugeIKJ9ok_520_530.wav, 一個標準的首先第一步驟是要先切這個我直接戳進去就吃到魚的內臟如果我是那一集的來賓我就不能變成有常識的
HvugeIKJ9ok_528_538.wav, 那一集的來賓我就不能變成有常識的日本人了我會被壓上一個沒有嘗試我覺得他香魚其實味道還不錯耶可是細刺有點多終於要輪到我們的
HvugeIKJ9ok_544_554.wav, 後蛤仔哇它料滿多的耶我對土瓶蒸比較還好我來吃一下這個鰻魚飯
HvugeIKJ9ok_552_562.wav, 我來吃一下這個鰻魚飯嗯它的糯米沒有用太多的調味但是它的那個咬一咬之後它那個
HvugeIKJ9ok_560_570.wav, 但是他的那個咬一咬之後他那個醬油本身的香氣會出來這一個區塊我個人推它的炸物然後炸蝦的話大家一定要夾他有兩種炸蝦
HvugeIKJ9ok_568_578.wav, 它有兩種炸蝦一個是原味一個是有調味的有調味的炸皮它口感會比較硬一點記得一定要拿塔塔醬然後它的串燒類我覺得吃起來就是口味上比較偏淡一點
HvugeIKJ9ok_592_602.wav, 味比較沒有那麼重
HvugeIKJ9ok_600_610.wav, 我們接下來來到我們的大快地這名字取起來是不是哪裡怪怪的我們先來吃這個大快地的鐵板區
HvugeIKJ9ok_608_618.wav, 是這個大快地的鐵板區鐵板區是我目前有稍微小排了一下就是人非常的多這個牛小排是他剛剛煎好的
HvugeIKJ9ok_616_626.wav, 煎好的牛小排的口感稍微偏硬一點點但沒關係我們先來吃吃看其他的
HvugeIKJ9ok_624_634.wav, 唉呦哦它的雞肉是脆皮的耶雞肉的口感滿嫩的但是最驚豔的是它的雞皮因為它
HvugeIKJ9ok_648_658.wav, 我們在豐大海區有干貝然後這個的干貝也鮮但是他多了魚子醬跟那個香草籽醬那個調味你就是入口的時候他層次滿多
HvugeIKJ9ok_64_74.wav, (音樂)
HvugeIKJ9ok_664_674.wav, 羊排正常羊的那個騷味處理得滿剛好的現切區還有這個
HvugeIKJ9ok_672_682.wav, 現切區還有這個這個是他的牛排爐烤牛排口感上
HvugeIKJ9ok_688_698.wav, 我目前比較喜歡它的豬肋排口感嫩然後滿香的來吃一下這個小蒸蛋一個是魚子醬一個上面是鮭魚
HvugeIKJ9ok_696_706.wav, 一個是魚子醬一個上面是鮭魚卵嗯嗯嗯它裡面是有調味的蒸蛋然後吃起來是有點偏那種海鮮味道的鮭魚卵
HvugeIKJ9ok_712_722.wav, 我來試一下這個這個是焗烤奶油的生蠔不對它已經熟了它不能叫生蠔焗烤奶油
HvugeIKJ9ok_72_82.wav, 我現在已經到響響的裡面了然後呢晚餐時段你就可以吃到四個小時我整個嚇到耶
HvugeIKJ9ok_736_746.wav, 害怕那個生蠔一下去之後你就徜徉在海邊的感覺的話我覺得你可以試它好囉我們來吃一下這個這一區塊我拿得比較少一點點
HvugeIKJ9ok_760_770.wav, 這個裡面所以我打開有兩個耶拿到空殼的我很抱歉我沒有注意到這吃起來比較沒有中我但淡菜本身的口感不會那種
HvugeIKJ9ok_768_778.wav, 淡菜本身的口感不會那種過於 Q 彈很乾硬的我們來喝一下湯然後旁邊這個的話是舒芙蕾的南瓜濃唉呦
HvugeIKJ9ok_776_786.wav, 南瓜濃唉呦嚇了我一跳我兩個都點是因為大家都推他酥皮濃湯我就想說蘇芙蕾躺在那看起來有點鼻酸所以我就想說也來吃吃看
HvugeIKJ9ok_784_794.wav, 說也來吃吃看我覺得它南瓜濃湯本身是好喝的因為它的甜度
HvugeIKJ9ok_808_818.wav, 想要把它拿來沾這種類型軟軟的我們來試一下這個酥皮
HvugeIKJ9ok_80_90.wav, 我整個嚇到耶現在要立刻去取餐他總共有八個區域就是有中式 串燒 生魚片 甜點等等的所以我們就分八個區域來開箱
HvugeIKJ9ok_824_834.wav, 他的酥皮超香完全不會油
HvugeIKJ9ok_832_842.wav, 它這個酥皮跟你想像中那種一層一層不一樣它是一條一條的耶不管它是現成還是怎麼樣只能說做這個酥皮的人
HvugeIKJ9ok_840_850.wav, 只能說做這個酥皮的人它走出了酥皮濃湯不一樣的境界啊等一下跟它道歉對我要跟它道歉因為我覺得它剛剛長得很無聊因為他們剛剛就說酥皮濃湯很多人
HvugeIKJ9ok_856_866.wav, 大快地區我比較喜歡它的干貝然後現切肉的話它的牛小排我就覺得牛肉味很夠但是口感比較沒有那麼的愛我們有其他夥伴吃他就滿香的所以我覺得看個人
HvugeIKJ9ok_864_874.wav, 伴吃他就滿香的所以我覺得看個人但是我非常的喜歡他的酥皮濃湯請大家務必來那酥皮濃湯他跟你想像中是完全不一樣的一個境界
HvugeIKJ9ok_872_882.wav, 是完全不一樣的一個境界嘿大家好
HvugeIKJ9ok_880_890.wav, 嘿大家好喜歡吃雞的請舉手實在的金豐盛給你實在的好吃雞這 Slogan 我自己想的金豐盛現在全面升級囉所有的雞肉全面
HvugeIKJ9ok_88_98.wav, 就分八個區域來開箱好
HvugeIKJ9ok_896_906.wav, 冷氣降溫不泡水大幅的減少人員的接觸也可以降低它生菌數讓肉品更新鮮這一次呢我特別帶大家來去金豐盛全面升級的全氣冷
HvugeIKJ9ok_8_18.wav, 嘿我千千啦要記得按讚還有按訂閱其順便介紹給你所有的朋友喔
HvugeIKJ9ok_920_930.wav, 更加的 Q 彈風味更飽滿主要是因為他不是經過泡水降溫所以他不會吸收他的水分現在呢還有活動的優惠十月二十四號之前呢拿到官網的全氣冷優惠
HvugeIKJ9ok_928_938.wav, 到官網的全氣冷優惠專區任選9包全氣冷雞生鮮產品現折九十九元九月三十號前購物滿千再送赤小腿一包
HvugeIKJ9ok_928_938_1.wav, 到官網的全氣冷優惠專區任選9包全氣冷雞生鮮產品現折 99 元 9 月 30 號前購物滿千再送赤小腿一包
HvugeIKJ9ok_936_946.wav, 滿千再送赤小腿一包腿肉哇好好吃啊
HvugeIKJ9ok_952_962.wav, 我們接下來這一區來到京山區我現在非常興奮是因為他這裡還有湯包喔~它本來是貼著它炙燒
HvugeIKJ9ok_960_970.wav, 它本來是貼著它炙燒完之後它就站起來了你知道鴨皮油脂比較多烤過之後咬下去會有那個油脂
HvugeIKJ9ok_96_106.wav, 我們現在拿那個我們的第一組豐大海就全部都是海鮮的這一 Part 欸超豐盛耶我剛剛有點不知道該如何選擇
HvugeIKJ9ok_992_1002.wav, 這個是他的捲餅它一鴨有三吃壽司捲餅跟鴨皮的握壽司
